CustomerID,Age,Gender,AnnualIncome,TimeOnSite,ItemsInCart,LastPurchaseAmount,TotalSpending,IsSubscribed,LastPurchaseDate
1039,41,Male,141,9.9,6,18.47,132.95,0,2025-01-20
1040,21,Male,73,10.4,2,11.53,73.64,1,2025-08-25
1041,42,Female,83,19.7,1,141.19,1382.94,1,2025-01-03
1042,25,Female,83,14.6,3,27.51,123.47,1,2025-03-19
1043,34,Male,63,6.8,2,5.0,8.46,0,2025-01-13
1044,64,Male,104,14.1,4,17.35,750.99,0,2025-03-22
1045,60,Male,32,17.9,3,31.31,145.8,0,2025-03-30
1046,43,Female,67,16.5,0,23.57,159.24,0,2025-09-20
1047,72,Female,33,11.0,5,14.62,62.31,0,2025-02-24
1048,58,Male,68,18.9,7,9.73,63.14,0,2025-02-19
1049,32,Male,146,7.5,3,26.61,300.32,0,2025-07-02
1050,40,Male,89,6.4,7,54.3,576.77,0,2025-08-30
1051,73,Male,121,16.4,6,5.0,15.52,0,2025-01-21
1052,61,Male,71,6.0,8,16.18,66.32,1,2025-09-07
1053,44,Female,26,19.0,5,32.3,207.94,0,2025-07-25
1054,65,Female,122,17.4,0,7.11,35.14,1,2025-05-31
1055,69,Male,90,18.9,1,830.31,13502.09,1,2024-11-13
1056,21,Female,114,10.6,6,189.83,766.92,1,2025-07-31
1057,68,Female,149,13.0,4,73.13,356.5,0,2024-12-16
1058,61,Other,110,13.1,9,49.24,263.34,0,2024-11-11
1059,62,Female,26,13.4,3,14.91,144.2,1,2024-11-11
1060,52,Female,92,6.5,0,27.77,137.95,1,2025-04-30
1061,54,Male,130,12.4,0,161.24,903.95,0,2025-01-16
1062,29,Female,31,8.8,2,5.0,5.39,0,2025-06-18
1063,58,Female,102,19.1,9,35.39,147.24,1,2024-12-29
1064,24,Male,32,7.0,6,7.34,236.41,0,2025-08-08
1065,43,Female,53,19.4,6,5.0,8.83,1,2024-11-05
1066,71,Male,68,4.2,0,5.0,77.36,1,2025-05-18
1067,19,Female,80,4.5,6,5.14,147.37,0,2025-05-31
1068,46,Female,48,15.3,0,103.61,513.12,1,2025-08-09
1069,26,Male,58,15.1,1,15.11,88.69,0,2024-12-27
1070,20,Female,79,10.8,3,42.84,257.14,1,2025-01-27
1071,57,Male,49,5.9,5,47.45,546.71,1,2025-02-06
1072,42,Male,131,13.4,3,3.76,3.76,0,2025-05-22
1073,39,Male,51,15.2,3,17.13,73.61,1,2025-04-23
1074,57,Male,134,10.8,6,41.83,489.91,1,2025-05-02
1075,32,Female,136,10.4,4,5.0,44.43,0,2024-10-27
1076,64,Female,106,6.6,4,5.0,20.06,0,2025-04-29
1077,29,Male,115,9.4,9,22.52,338.47,0,2024-12-11
1078,43,Male,72,11.1,5,317.44,1638.96,1,2025-01-05
1079,21,Other,61,17.4,7,5.51,64.97,0,2025-04-28
1080,49,Male,100,15.9,3,21.55,128.83,0,2025-09-14
1081,74,Female,102,14.8,3,13.54,135.86,0,2025-03-30
1082,23,Female,93,5.5,0,5.89,169.03,0,2025-07-16
1083,37,Female,66,8.0,4,5.0,45.88,0,2025-06-20
1084,25,Female,122,18.8,9,5.0,10.03,1,2024-10-29
1085,26,Male,73,4.8,3,5.0,28.94,0,2024-11-11
1086,32,Female,146,4.1,5,6.07,74.79,1,2025-05-26
1087,42,Male,128,18.5,8,7.02,39.2,0,2025-07-14
1088,19,Male,95,4.4,5,23.54,268.61,1,2024-10-27
1089,66,Female,33,5.2,5,8.03,53.65,0,2025-04-18
1090,68,Female,85,16.5,1,12.54,54.94,0,2025-09-01
1091,61,Female,78,5.9,7,7.46,76.79,1,2025-05-19
1092,36,Male,20,5.6,4,80.4,661.42,0,2024-12-10
1093,53,Female,43,15.2,8,8.95,73.89,0,2025-06-11
1094,43,Male,64,12.0,2,31.94,197.44,1,2025-02-21
1095,55,Female,52,9.1,4,39.04,290.41,0,2025-08-23
1096,36,Other,78,9.3,9,88.82,381.11,0,2025-01-10
1097,39,Female,93,9.0,8,14.73,142.78,0,2025-09-21
1098,50,Female,33,5.4,7,37.07,206.27,1,2025-10-03
1099,20,Male,121,4.6,8,8.21,156.03,0,2024-11-28
1100,74,Male,128,6.9,6,970.78,4499.19,0,2024-10-20
1101,51,Female,146,3.1,2,5.0,61.17,0,2024-11-08
1102,73,Female,49,19.3,9,164.44,799.03,1,2025-06-09
1103,42,Female,122,7.1,7,7.98,49.53,0,2024-12-06
1104,43,Female,91,9.8,3,19.77,350.23,1,2025-02-08
1105,52,Female,112,12.2,5,384.24,1731.68,0,2025-02-13
1106,40,Female,75,13.9,7,5.0,62.23,1,2025-03-26
1107,42,Male,67,10.8,9,5.2,22.62,1,2024-10-19
1108,74,Male,136,7.2,7,363.7,4455.15,0,2025-06-30
1109,40,Male,96,10.1,9,29.87,305.28,0,2025-04-14
1110,20,Female,147,18.0,9,21.86,119.15,0,2025-04-20
1111,26,Male,38,19.1,2,5.27,44.02,1,2024-11-26
1112,25,Male,41,16.7,8,52.95,316.67,0,2024-12-15
1113,50,Male,23,15.6,9,18.09,392.72,1,2025-08-13
1114,50,Male,139,15.1,3,80.0,453.07,1,2025-04-29
1115,35,Female,31,17.3,2,29.52,146.7,1,2025-03-13
1116,54,Female,22,8.1,5,89.53,899.02,1,2025-06-18
1117,61,Male,107,10.4,5,31.56,259.71,1,2025-02-08
1118,36,Female,20,11.5,8,14.95,88.3,1,2024-11-02
1119,50,Female,148,19.0,3,5.0,116.57,0,2025-02-05
1120,24,Male,87,8.8,8,11.84,71.49,0,2025-05-09
1121,51,Female,122,9.4,7,5.0,54.67,1,2024-10-20
1122,48,Female,46,18.9,8,8.57,77.69,0,2025-08-11
1123,70,Female,24,8.7,7,5.0,33.23,1,2025-04-14
1124,74,Female,119,17.2,6,134.54,1218.6,0,2025-03-11
1125,56,Male,80,11.3,8,18.9,806.21,1,2024-12-12
1126,67,Male,39,18.7,3,245.16,1723.03,0,2024-12-12
1127,55,Female,97,12.7,0,5.0,27.12,0,2024-11-10
1128,46,Male,45,3.8,3,21.5,139.01,1,2025-05-01
1129,41,Male,80,18.3,7,5.0,26.51,1,2024-11-16
1130,24,Male,43,7.5,0,146.37,695.05,0,2025-02-18
1131,22,Male,80,15.7,0,59.77,299.35,0,2025-04-21
1132,41,Male,118,12.8,5,5.42,26.07,0,2025-04-24
1133,68,Female,94,9.8,4,9.99,76.59,1,2025-02-21
1134,55,Female,26,4.1,7,11.09,67.99,1,2025-05-18
1135,44,Female,104,18.0,8,5.0,31.21,1,2024-11-19
1136,36,Male,101,3.1,9,1.14,1.14,1,2025-01-11
1137,44,Female,135,8.5,2,0.93,0.93,0,2024-11-16
1138,23,Male,83,11.5,2,7.08,93.37,0,2025-02-08
1139,71,Female,132,13.3,7,5.0,27.14,0,2025-08-28
1140,69,Male,91,16.9,5,5.0,23.47,1,2024-12-30
1141,53,Female,73,19.4,7,49.89,370.44,0,2025-09-07
1142,27,Male,44,13.7,2,173.64,708.72,1,2024-10-25
1143,54,Male,78,4.0,1,6.02,25.97,1,2025-07-31
1144,43,Male,81,15.1,5,6.34,30.35,0,2025-05-23
1145,35,Female,56,8.0,1,12.77,97.34,0,2025-10-04
1146,57,Male,128,5.1,0,5.0,10.0,0,2025-01-04
1147,58,Male,42,9.5,3,6.12,91.86,0,2025-03-13
1148,40,Female,66,12.3,7,43.3,471.76,0,2025-06-14
1149,42,Female,35,17.5,4,11.27,51.47,0,2025-01-02
1150,32,Male,45,17.9,8,5.15,69.27,0,2025-04-29
1151,21,Other,21,12.4,8,41.71,673.59,0,2024-12-30
1152,24,Female,50,17.2,8,10.78,79.11,0,2024-10-21
1153,22,Female,73,4.3,4,6.02,50.22,0,2025-06-28
1154,59,Female,24,3.4,3,90.65,393.74,0,2025-02-16
1155,32,Male,119,13.6,2,46.3,227.91,0,2025-03-03
1156,61,Female,99,10.5,0,5.0,26.38,0,2025-03-19
1157,65,Male,115,3.5,4,39.1,203.73,1,2025-01-04
1158,57,Female,130,11.2,7,26.32,353.27,0,2025-10-07
1159,51,Female,77,4.9,3,19.65,184.21,1,2024-10-24
1160,42,Male,127,6.1,8,7.33,230.91,1,2025-06-15
1161,30,Female,28,11.0,8,18.14,182.54,0,2025-08-20
1162,32,Female,133,15.7,7,34.22,156.03,1,2025-05-16
1163,40,Female,50,5.0,8,9.05,77.12,0,2025-06-22
1164,39,Female,27,11.2,9,71.77,470.79,0,2025-02-13
1165,50,Female,93,17.8,0,15.69,319.14,0,2025-09-09
1166,46,Male,93,17.2,8,10.23,83.42,1,2025-02-21
1167,56,Female,96,12.7,8,5.91,128.15,0,2025-04-20
1168,37,Male,137,18.4,8,39.78,178.43,1,2025-09-21
1169,73,Male,95,11.6,0,5.0,13.43,1,2025-06-02
1170,32,Female,102,16.7,4,5.0,74.72,0,2025-06-17
1171,63,Male,121,15.1,2,14.34,65.02,1,2025-01-22
1172,40,Male,78,14.1,7,32.51,203.46,0,2024-11-30
1173,70,Female,64,19.5,5,22.95,275.21,0,2025-01-22
1174,47,Male,42,19.7,7,20.32,601.2,1,2025-10-12
1175,62,Male,98,7.7,3,9.87,40.43,1,2025-07-01
1176,38,Female,100,12.0,4,5.0,15.33,1,2025-07-29
1177,67,Male,140,8.7,9,6.56,67.02,0,2025-06-24
1178,35,Female,41,9.0,8,5.0,16.34,0,2025-02-03
1179,60,Male,85,17.2,3,5.0,20.66,1,2025-05-19
1180,68,Male,58,14.9,1,10.49,45.64,0,2025-07-02
1181,48,Female,129,16.2,1,5.0,43.66,0,2025-01-07
1182,20,Female,69,14.2,5,48.82,220.12,0,2025-06-14
1183,36,Female,110,10.8,9,16.14,202.06,0,2025-04-22
1184,42,Male,70,12.4,5,5.0,12.02,0,2024-12-20
1185,50,Other,133,7.5,9,32.88,176.03,1,2025-07-26
1186,52,Female,144,10.7,5,5.0,12.86,0,2024-12-13
1187,50,Female,87,9.5,3,5.41,99.25,0,2025-05-01
1188,73,Male,136,19.9,2,8.44,78.44,1,2025-04-19
1189,55,Male,129,3.1,1,24.83,100.47,1,2025-09-06
1190,34,Female,87,7.7,4,5.0,58.79,1,2024-11-05
1191,25,Male,130,10.4,2,5.0,16.81,0,2025-03-17
1192,45,Male,52,9.7,9,38.68,156.24,1,2025-06-14
1193,65,Male,82,6.4,4,6.46,67.59,0,2025-03-30
1194,73,Female,123,13.4,8,17.59,161.24,0,2025-02-01
1195,61,Female,64,15.2,1,7.99,42.31,0,2025-09-02
1196,54,Female,60,13.1,6,9.05,48.58,1,2025-07-13
1197,69,Female,77,4.0,8,20.26,103.34,0,2025-08-04
1198,23,Female,85,14.5,6,23.26,240.03,0,2025-07-19
1199,48,Male,83,19.1,1,32.0,203.05,0,2025-08-18
1200,73,Female,120,9.9,8,4.89,4.89,0,2025-01-20
1201,20,Male,98,7.2,4,62.17,258.58,0,2025-05-02
1202,68,Female,141,6.9,5,36.17,277.4,1,2025-09-12
1203,47,Female,132,13.4,6,11.04,46.51,0,2025-03-01
1204,18,Female,38,10.1,5,19.24,82.67,0,2025-08-13
1205,68,Male,129,17.4,0,84.91,443.1,0,2024-10-19
1206,55,Female,71,10.6,7,7.7,44.33,0,2025-01-21
1207,48,Male,143,12.0,6,5.0,12.97,0,2024-11-23
1208,47,Female,115,13.2,6,61.56,320.75,1,2025-01-09
1209,19,Female,118,4.2,9,13.49,136.9,1,2025-07-28
1210,69,Male,55,6.1,6,12.79,64.58,1,2025-10-11
1211,30,Male,78,8.6,5,76.83,393.85,1,2025-10-03
1212,57,Female,137,15.2,6,5.0,10.55,0,2025-03-01
1213,74,Male,123,17.0,6,5.0,7.81,1,2025-01-11
1214,69,Female,84,18.4,6,5.9,37.1,0,2025-09-25
1215,69,Male,144,9.5,4,22.08,100.99,0,2025-10-18
1216,68,Male,78,16.2,7,50.78,490.01,1,2025-02-25
1217,68,Male,32,6.5,8,11.44,45.87,0,2024-12-18
1218,63,Female,71,18.6,1,75.17,664.05,1,2025-04-21
1219,41,Female,34,3.5,1,225.65,2045.76,0,2024-12-31
1220,33,Female,56,13.7,0,71.61,324.69,1,2024-12-06
1221,56,Female,135,6.1,4,34.94,185.81,1,2025-01-08
1222,55,Male,30,12.7,6,63.84,357.26,0,2025-01-25
1223,46,Female,29,16.9,8,5.0,9.52,1,2025-06-08
1224,27,Female,94,20.0,4,170.72,723.02,0,2025-03-09
1225,31,Male,38,18.5,6,13.29,304.67,1,2025-09-03
1226,67,Female,26,11.9,0,5.0,9.25,0,2025-09-05
1227,20,Male,34,19.6,1,5.0,8.24,0,2025-05-10
1228,21,Female,74,11.9,3,5.0,81.18,1,2024-11-29
1229,66,Female,143,18.8,4,156.48,830.29,0,2025-03-04
1230,53,Male,59,13.0,3,201.95,1712.1,0,2025-05-22
1231,61,Male,32,4.4,5,5.66,39.93,1,2025-08-09
1232,33,Female,78,15.9,6,84.75,386.07,1,2025-04-19
1233,53,Male,34,19.0,5,14.98,634.79,1,2025-08-27
1234,50,Male,106,3.5,9,6.75,48.33,1,2025-10-03
1235,20,Female,110,6.8,1,58.13,335.79,0,2025-09-07
1236,44,Male,102,7.9,0,5.0,37.78,1,2025-08-22
1237,74,Male,124,11.6,7,20.99,252.6,1,2024-12-21
1238,42,Female,110,7.8,7,154.5,772.17,1,2025-06-19
1239,30,Male,140,11.9,0,5.0,39.44,0,2025-01-17
1240,29,Male,130,12.7,5,28.39,115.37,1,2025-06-23
1241,19,Female,89,5.1,3,5.86,240.03,0,2025-04-09
1242,40,Male,72,18.7,6,13.21,99.74,1,2025-09-05
1243,39,Other,67,18.2,9,19.73,143.51,0,2025-05-09
1244,51,Female,34,16.0,1,113.66,469.61,0,2025-02-13
1245,33,Male,108,3.3,3,16.8,193.61,0,2025-07-01
1246,46,Male,130,15.2,1,117.85,600.41,1,2025-08-19
1247,62,Other,105,4.4,5,7.32,99.95,0,2025-06-14
1248,58,Male,68,12.8,8,24.11,1062.31,1,2025-02-06
1249,20,Male,139,18.6,4,14.34,119.35,1,2024-11-25
1250,66,Male,41,6.1,1,33.22,797.55,0,2024-11-20
1251,21,Female,58,3.8,3,5.0,32.42,1,2025-04-09
1252,42,Female,66,17.6,6,5.0,40.4,1,2025-08-25
1253,35,Male,141,8.7,6,7.31,35.48,0,2025-09-01
1254,20,Female,45,5.2,5,7.01,141.37,1,2025-04-01
1255,18,Female,140,14.3,9,31.42,201.02,1,2024-12-03
1256,30,Female,54,10.2,2,10.13,50.29,0,2024-11-25
1257,54,Female,69,15.7,6,72.12,291.39,0,2025-10-02
1258,28,Male,59,13.8,9,109.94,1212.12,0,2025-02-22
1259,19,Female,89,5.2,6,8.33,41.73,0,2025-07-22
1260,71,Female,129,5.0,9,69.52,395.03,1,2025-06-04
1261,59,Female,87,18.2,6,6.73,73.28,1,2025-08-27
1262,54,Male,60,10.4,2,956.03,6514.38,1,2025-02-07
1263,54,Female,109,15.6,3,70.88,283.76,0,2025-08-02
1264,72,Male,96,14.0,9,15.36,75.41,0,2025-10-11
1265,71,Male,64,19.5,1,164.08,1536.77,0,2024-12-08
1266,59,Female,81,16.6,3,12.9,65.53,0,2025-04-25
1267,31,Female,145,7.4,0,16.78,91.68,0,2025-08-07
1268,28,Female,108,10.3,1,8.97,45.86,1,2025-02-13
1269,32,Male,83,11.4,9,28.76,259.94,0,2024-12-05
1270,60,Male,38,11.8,4,5.0,129.27,0,2025-03-15
1271,41,Female,125,16.1,3,17.02,96.09,0,2025-04-07
1272,31,Other,70,8.3,5,54.59,496.71,1,2025-04-13
1273,25,Female,48,8.7,4,18.83,598.39,0,2025-08-08
1274,30,Female,116,7.0,0,41.02,256.5,0,2025-07-28
1275,54,Female,45,11.4,6,52.39,240.2,1,2025-06-24
1276,48,Female,73,16.2,3,23.69,150.35,0,2025-05-12
1277,36,Male,96,9.1,7,10.72,56.02,1,2025-07-14
1278,57,Female,88,9.4,8,44.6,228.81,0,2025-06-12
1279,70,Female,50,11.7,8,25.42,138.89,0,2025-05-07
1280,31,Male,132,14.8,6,5.0,9.2,1,2025-05-03
1281,24,Male,46,19.4,2,5.0,32.24,0,2025-09-28
1282,49,Female,144,11.2,9,282.32,1858.53,0,2025-03-13
1283,33,Male,53,5.3,3,32.06,222.34,1,2024-12-26
1284,54,Male,137,9.9,5,39.45,180.3,0,2025-07-29
1285,64,Male,104,18.0,2,21.19,87.27,1,2024-11-23
1286,72,Male,93,14.8,5,305.87,2038.29,0,2025-08-19
1287,49,Male,110,10.7,8,35.8,365.18,0,2025-08-27
1288,52,Female,23,15.8,5,5.0,11.28,0,2025-04-03
1289,53,Female,93,12.8,1,6.52,32.21,0,2024-11-18
1290,57,Male,53,7.6,2,29.36,322.77,0,2025-02-07
1291,69,Female,95,9.5,3,25.19,442.04,1,2024-11-02
1292,22,Other,128,13.4,4,5.0,20.25,0,2025-08-22
1293,34,Male,60,11.4,2,45.74,184.11,0,2025-05-14
1294,37,Female,91,13.5,9,72.62,298.97,1,2024-12-22
1295,71,Female,101,4.8,8,5.0,9.32,1,2025-07-07
1296,29,Female,68,19.4,5,6.19,57.74,0,2025-02-18
1297,34,Male,56,14.1,2,35.11,158.82,1,2025-09-26
1298,41,Female,50,10.0,3,615.11,2753.83,1,2025-02-11
1299,36,Female,74,19.0,8,12.01,167.29,0,2025-01-31
1300,58,Male,138,17.7,3,295.81,2938.94,1,2024-11-10
1301,56,Male,52,7.9,3,23.89,112.75,1,2025-05-28
1302,73,Male,50,10.6,4,10.83,75.43,0,2025-04-04
1303,25,Female,51,16.8,9,90.6,1187.28,1,2025-08-30
1304,20,Female,119,10.7,8,5.83,37.1,0,2025-03-11
1305,68,Female,122,16.6,9,5.0,35.9,1,2025-02-05
1306,55,Female,144,7.8,7,5.0,13.32,0,2025-09-14
1307,52,Female,37,9.0,0,261.48,2313.84,0,2025-07-22
1308,47,Male,129,13.6,6,5.0,97.02,1,2025-03-31
1309,69,Female,139,3.9,0,13.71,76.6,0,2024-11-11
1310,53,Male,137,4.2,0,15.56,93.25,0,2025-04-27
1311,71,Male,148,10.7,2,5.0,81.03,0,2025-09-06
1312,46,Male,38,19.2,3,9.21,37.41,1,2025-07-02
1313,30,Male,31,19.5,8,17.04,350.72,1,2025-04-15
1314,22,Female,117,7.4,1,29.65,242.12,1,2025-03-19
1315,69,Other,118,8.0,5,13.86,160.43,0,2024-12-26
1316,69,Female,73,3.6,8,128.2,579.03,0,2025-08-22
1317,62,Male,142,18.0,0,16.19,102.56,0,2025-04-20
1318,31,Other,125,7.7,0,5.81,40.09,0,2025-04-20
1319,68,Male,91,16.4,4,5.16,115.36,1,2025-02-13
1320,35,Female,142,7.8,4,19.8,241.9,0,2025-07-09
1321,61,Other,149,15.7,8,57.11,450.81,1,2025-03-31
1322,55,Male,31,17.1,4,19.67,78.99,0,2025-06-18
1323,54,Male,38,5.5,3,5.74,54.37,1,2025-05-23
1324,30,Female,106,16.5,2,6.92,48.79,1,2024-11-25
1325,36,Female,51,17.2,6,381.41,2189.39,0,2025-03-29
1326,27,Female,126,19.9,1,5.0,18.97,1,2025-01-06
1327,25,Male,79,15.2,0,5.0,15.99,0,2025-07-29
1328,25,Female,47,6.6,5,68.57,299.98,0,2025-03-03
1329,28,Female,128,19.8,5,8.04,35.09,0,2025-09-01
1330,41,Male,128,9.2,0,44.1,180.24,1,2025-10-14
1331,58,Male,144,16.5,3,32.67,187.22,0,2024-11-11
1332,32,Female,138,19.6,6,20.08,164.11,1,2025-07-15
1333,41,Female,90,14.1,2,5.0,16.36,1,2025-09-04
1334,47,Female,37,19.8,3,509.67,3708.3,0,2025-03-20
1335,22,Female,25,6.9,0,5.0,13.87,1,2024-12-31
1336,65,Male,111,3.4,7,5.0,8.06,0,2025-01-29
1337,72,Female,88,9.5,3,5.0,106.52,0,2025-04-29
1338,63,Male,119,10.1,0,11.49,77.69,1,2025-03-16
1339,48,Female,118,9.0,2,5.0,21.46,1,2025-09-16
1340,55,Male,73,9.9,8,50.77,424.74,0,2025-10-12
1341,68,Male,71,16.5,8,6.89,37.64,1,2025-09-10
1342,70,Female,39,18.1,5,14.19,60.08,0,2025-06-10
1343,39,Female,150,18.0,4,92.01,1313.14,1,2025-07-10
1344,31,Female,65,9.6,5,133.35,1704.03,1,2025-02-13
1345,43,Female,47,4.2,9,19.49,113.4,0,2025-06-30
1346,67,Female,136,17.1,8,26.09,113.52,0,2025-01-08
1347,35,Female,145,11.1,7,216.47,1057.07,0,2025-03-10
1348,73,Female,139,19.7,8,52.68,467.7,1,2024-12-12
1349,38,Male,24,13.6,2,5.0,32.68,0,2024-11-24
1350,71,Male,71,14.4,0,13.49,69.51,1,2025-07-26
1351,70,Male,71,9.5,1,18.87,318.57,1,2025-03-31
1352,21,Male,94,9.3,5,5.0,36.4,0,2025-08-03
1353,22,Other,86,15.0,5,5.0,48.79,0,2025-07-14
1354,42,Male,109,19.1,1,10.51,66.95,0,2025-01-02
1355,19,Male,125,6.3,2,5.0,46.66,0,2025-07-05
1356,54,Male,130,11.4,3,8.37,40.9,0,2025-07-10
1357,31,Female,31,9.6,8,41.73,506.85,1,2025-03-25
1358,65,Male,21,4.5,9,61.11,1339.59,0,2025-10-17
1359,38,Female,134,10.4,4,5.0,11.52,0,2025-05-22
1360,62,Female,77,7.0,3,32.36,181.96,0,2025-03-03
1361,26,Female,60,17.7,3,5.0,27.2,0,2024-12-14
1362,39,Female,81,3.1,7,14.21,62.17,1,2025-07-20
1363,32,Male,107,4.2,6,5.0,19.38,0,2025-05-27
1364,53,Female,31,13.4,1,24.26,144.0,0,2025-10-18
1365,50,Male,56,8.7,7,12.2,130.43,0,2025-01-12
1366,35,Female,70,3.6,2,19.78,139.91,1,2024-12-11
1367,53,Female,129,6.5,5,313.52,1452.1,0,2024-11-07
1368,74,Male,43,16.9,5,5.0,6.17,0,2025-08-18
1369,67,Male,132,11.8,8,5.0,27.95,1,2024-11-01
1370,73,Male,65,8.4,5,5.0,7.11,1,2025-06-27
1371,47,Female,65,5.4,2,5.0,22.83,1,2024-11-21
1372,57,Male,147,19.4,1,35.0,232.87,1,2024-12-08
1373,61,Female,131,15.0,6,122.34,687.54,1,2024-11-14
1374,57,Female,50,12.6,0,7.12,32.79,0,2025-10-18
1375,64,Male,21,19.6,0,24.72,170.18,1,2024-11-23
1376,68,Female,131,12.2,1,19.92,340.17,0,2025-10-15
1377,37,Male,40,7.0,3,17.03,161.58,1,2025-04-08
1378,44,Female,71,17.3,9,5.0,12.86,1,2025-05-03
1379,65,Male,20,11.4,9,134.72,1072.76,0,2025-04-12
1380,53,Male,115,19.7,3,5.0,15.41,1,2024-11-04
1381,33,Male,120,8.3,6,78.27,418.91,1,2025-07-25
1382,49,Male,88,12.0,1,10.38,99.94,1,2025-10-02
1383,54,Female,56,14.2,0,98.32,1693.92,0,2024-11-06
1384,33,Male,49,16.9,2,28.94,241.62,1,2025-04-12
1385,68,Female,70,11.8,9,5.0,50.95,1,2025-04-29
1386,66,Female,93,10.6,2,6.52,52.95,1,2025-08-18
1387,49,Other,98,11.1,2,5.0,76.67,1,2025-08-19
1388,61,Female,132,7.3,8,13.64,105.59,1,2025-01-04
1389,71,Female,141,4.6,1,33.17,248.79,0,2025-09-12
1390,47,Female,31,14.7,6,5.0,54.11,1,2025-07-11
1391,49,Male,87,5.8,9,184.47,1158.82,0,2025-02-09
1392,68,Female,54,11.7,0,9.68,127.0,0,2025-09-15
1393,31,Male,120,19.7,6,5.0,95.51,0,2025-05-28
1394,31,Female,47,6.3,8,25.23,603.94,0,2025-02-05
1395,48,Male,35,6.7,9,38.36,178.07,1,2025-06-09
1396,30,Male,129,12.0,4,5.0,23.55,0,2025-04-01
1397,73,Male,78,14.9,8,5.0,28.23,0,2025-08-22
1398,24,Male,85,19.9,5,7.67,50.73,1,2025-09-14
1399,70,Female,123,9.4,1,8.42,56.6,0,2025-02-09
1400,35,Male,103,16.0,6,52.74,213.89,0,2025-10-18
1401,18,Female,140,15.6,1,23.69,172.84,1,2025-02-05
1402,61,Male,119,4.4,3,5.0,8.6,0,2024-12-29
1403,30,Male,69,10.4,7,13.58,107.75,1,2024-12-18
1404,59,Male,50,8.5,7,10.96,97.4,0,2025-03-09
1405,19,Other,67,14.6,7,98.0,487.73,0,2025-04-14
1406,66,Female,87,5.4,4,34.1,230.82,1,2025-10-05
1407,30,Male,101,13.7,6,5.0,75.86,0,2025-03-29
1408,74,Male,82,10.8,1,1117.65,5441.0,0,2024-11-04
1409,24,Male,103,8.8,5,5.0,31.26,1,2025-04-20
1410,69,Male,108,10.1,8,17.24,362.88,0,2025-07-05
1411,25,Female,35,12.8,2,5.0,12.77,1,2024-10-28
1412,39,Male,81,7.8,1,11.5,102.43,0,2025-04-07
1413,52,Male,135,15.2,5,28.14,202.55,0,2025-06-19
1414,50,Male,125,5.5,1,320.65,2113.81,0,2025-01-22
1415,64,Female,103,11.8,9,18.55,93.14,0,2025-04-03
1416,24,Female,115,12.1,6,5.0,47.31,1,2025-01-01
1417,73,Female,112,13.1,5,8.08,74.65,1,2025-07-06
1418,22,Female,53,18.4,1,9.0,41.05,0,2024-12-15
